,AICAR,Camptothecin,Vinblastine,Cisplatin,Cytarabine,Docetaxel,Methotrexate,ATRA,Gefitinib,ABT-263,Vorinostat,Nilotinib,RDEA119,CI-1040,temsirolimus,AZD-2281,ABT-888,Bosutinib,lenalidomide,Axitinib,AZD7762,GW 441756,CEP-701,SB 216763,17-AAG,VX-702,AMG-706,KU-55933,Elesclomol,BIBW2992,GDC-0449,PLX4720,BX-795,NU-7441,SL 0101-1,BIRB 0796,JNK Inhibitor VIII,681640,Nutlin-3,PD173074,ZM-447439,RO-3306,MK-2206,PD-0332991,NVP-BEZ235,GDC-0941,AZD8055,PD-0325901,SB590885,AZD6244,AZD6482,CCT007093,EHT 1864,BMS-708163,PF-4708671,JNJ-26854165,TW 37,CCT018159,AG-014699,Doxorubicin,etoposide,Gemcitabine,Mitomycin-C,Vinorelbine,NSC-87877,Bicalutamide,QS11,Midostaurin,CHIR-99021,AP-24534,JNK-9L,PF-562271,DMOG,FTI-277,OSU-03012,shikonin,AKT inhibitor VIII,embelin,FH535,pac-1,IPA-3,GSK-650394,BAY 61-3606,thapsigargin,Obatoclax Mesylate,BMS-754807,OSI-906,Bexarotene,Bleomycin,LFM-A13,AUY922,Bryostatin 1,Pazopanib,LAQ824,Epothilone B,GSK-1904529A,Tipifarnib,AS601245
ACHN,3.083476924,-2.176317399,-1.228887049,0.905695519,-0.431584919,-1.349765969,-1.069273404,1.951315508,-0.479651329,1.057706839,0.966129767,0.965499172,1.681564782,0.846919841,-0.547979748,2.216972574,2.411040972,-0.267050283,2.422305268,1.719837418,-0.873902122,1.845328545,-0.983134568,2.819843236,-0.217750476,2.147301316,1.876579073,2.422287896,0.757054758,-0.494933283,2.421159599,1.529411013,2.539351105,1.859565587,2.20773817,2.04073457,1.314317117,-0.266366269,2.0225537,2.083743187,1.819105844,2.052730218,0.668603849,0.403419766,-0.447682044,1.38855585,0.280545984,-0.026902372,2.552401472,0.915141288,1.017617221,2.236815923,1.757744811,2.611107845,1.546034503,0.898185264,-0.826810269,0.943678914,1.309460836,-1.306767776,-0.076371553,-6.051962224,-1.142206648,-1.339427155,3.039096805,1.854628093,1.105970419,-0.479951861,0.968737706,-0.532798116,-0.052788494,0.604625646,2.4734543,1.20755711,0.550244594,-0.834522036,1.387331139,1.707502586,0.662802867,0.227152517,2.214373756,1.03304065,0.139338173,-1.544157048,-0.877895026,0.273484355,2.303555693,1.786975436,-0.426400311,2.79978578,-1.629841178,-0.445998284,1.028339846,-1.258539808,-3.125753755,1.243734709,0.048703955,0.37116891
ACN,3.306253924,-1.178605737,-1.357869036,2.212879348,1.008078271,-2.092489878,1.214283897,1.452447951,1.661610253,1.607359055,1.036144986,2.25631618,-1.186699683,0.439820879,-0.229904641,2.710579956,2.625560731,2.300730608,2.664145624,2.332051491,-0.765202122,2.088914766,-0.480270633,3.066109488,-1.380679485,2.280598887,2.153222053,2.128524594,-1.076325912,1.442844397,2.673436486,0.104354015,1.851880312,1.552779965,2.741109121,2.015761335,2.737500568,1.870406446,2.192964341,2.292039506,1.740925455,2.611101765,0.979218969,1.147020368,-1.087026928,0.772922575,-0.02559254,-1.802475406,0.060259662,-0.246490348,1.251319066,2.121014339,1.672870641,1.339014575,2.242536884,1.282654877,-0.157386583,0.996317577,1.971904541,-1.506893279,-1.102600728,-3.61324019,-0.893100544,-2.876320193,2.320488835,2.04950645,0.779178153,-0.188209765,1.772018768,-0.457514471,-1.104389153,0.37059651,2.107676722,0.808251129,0.384120875,-0.037654634,1.0907345,0.767552524,0.568832832,0.2530508,2.160290629,1.409658653,1.296588347,-2.328798191,-1.946374105,0.389250327,1.805133722,1.321362676,-0.09240614,2.686116582,-1.780649502,-1.667492772,1.352114634,-1.375298576,-2.971554893,1.859416624,0.16460282,0.943192504
AGS,5.077147436,-2.647826141,-1.879219149,2.514407401,0.955310623,-3.058955355,0.866739738,2.972398293,1.715370264,-1.001778396,-0.276471433,2.111664414,-0.791001386,-0.001903947,-2.626928759,2.095549482,2.979948937,1.285883423,2.840744092,1.078959908,-0.296344314,1.588086803,-2.212411179,2.919845621,-1.769013885,2.535035521,2.334744117,1.616948712,-4.182023513,1.223261633,2.97498278,3.08857033,0.161427259,0.806550431,2.644006086,3.055401089,2.821959987,1.873549869,0.385918854,1.658626216,1.396931219,0.330439471,-0.132456343,0.468166411,-1.693075323,-0.297985079,-0.100126159,-2.037397451,1.166990531,1.41320293,0.89794861,2.521930685,1.213248539,2.294692611,2.693779274,0.729616032,-1.425602472,0.67210198,1.991856898,-1.877281327,-0.497255022,-4.044974941,-0.975517477,-2.189649371,3.244085538,1.96536146,0.826810703,-0.760653756,2.347375138,0.246395237,-0.382076216,0.182196524,2.798974083,1.211368044,0.040530533,-0.21284512,0.878709762,0.935823395,0.729621244,2.148174682,1.550180278,0.932613091,0.9298462,-2.056594136,-0.412985823,0.067505431,2.237289304,1.895858708,-0.298841073,2.75090029,-1.974457324,-0.601916083,2.908591748,-1.695809641,-2.588941889,1.943802213,0.65640788,1.072303476
ALL-PO,2.451925454,-2.773668612,-2.981935834,1.365178212,-0.329310305,-2.026520112,-0.556257401,-0.156158398,0.655403357,-2.815599745,-0.756395933,0.523123338,0.505009784,-0.179862191,0.095102674,0.839698392,1.214528839,0.479295208,1.02037836,0.105301646,-2.053825074,0.254275511,-1.89698744,0.945174624,-0.048326118,0.653355659,1.777415311,0.392928367,-2.352198412,0.485060032,1.058265342,0.867748604,-0.988650542,0.568891462,1.609508379,2.538031718,1.785606105,0.478995544,0.761645251,0.939155303,-0.136848363,0.389582128,-0.340206754,0.246904665,-1.006002344,-0.575998691,-0.128079089,-0.279891936,1.659491765,0.725064626,0.879588288,2.476272871,0.43738883,2.654983748,1.151678176,-0.285625926,-0.783943232,1.362623257,0.941089216,-1.186865149,-0.161285245,-5.081039148,-1.50895748,-2.473765689,3.370667613,2.134877888,1.28872892,-0.837266343,0.6847178,-0.90507274,-0.172979058,0.006826241,1.844575044,1.405740882,0.639561597,-0.501519359,1.284324305,0.561893241,0.369358771,0.71054095,1.144188333,0.757808259,-0.25398931,-1.788999248,-0.6167442,0.339747705,0.827314919,0.767527769,-0.006003687,2.249233271,-1.760713648,-0.094042561,1.504595426,-2.1352149,-2.832951112,0.735703973,-0.256053512,0.253027782
AN3-CA,3.918677328,-1.468826933,-2.010333522,0.997461074,0.264838855,-2.194708901,0.977220345,2.581359542,1.354269169,0.536859204,0.780634777,2.088842673,1.752758242,0.825192956,-1.245038895,2.034691797,1.892945027,2.148590302,2.61161901,0.034986763,-0.077216256,1.993607104,0.09527118,2.505404477,-1.301039866,2.117607299,0.884416826,2.079122728,-1.967166388,1.453921512,2.057757177,1.581625804,0.214820291,0.62921844,2.395446325,1.257678167,2.544705956,1.387640791,2.340755187,-0.396500005,0.934243866,1.174867764,0.559254902,0.975636039,-2.254608534,-0.468053495,-1.099555889,0.226768167,1.296806363,1.460286532,0.55556557,2.359508023,2.194416621,2.869441837,2.852085258,1.17743705,-0.046925519,0.901806412,2.965854778,-1.140750024,0.342868979,-0.691891911,-0.281264741,-2.202803282,1.149047654,2.056509449,1.328380006,-0.492166827,1.808234585,-1.727470577,-0.475309687,0.085885208,2.321130288,1.802712531,0.406034071,-1.098836264,0.219088972,0.795620976,0.033059365,1.676507857,1.154568406,0.883958211,0.668483438,-3.662009289,-0.805800839,-0.182794113,1.544772443,1.193951098,0.406597351,2.631719461,-1.992682492,-0.704718364,-1.997777634,-1.562546379,-3.344639911,1.405173259,0.001658571,0.412893753
AsPC-1,3.12296819,-0.773734272,-1.879180932,1.321247588,0.143690672,-2.07547118,-0.574754003,2.998694824,1.510014987,1.298104469,0.433241752,2.022137646,0.029980651,0.729782367,0.06149523,2.565614629,2.410352615,1.16328209,2.350391313,1.477427267,-0.178086361,1.912457443,0.209841105,2.637197217,-0.817456,2.251897667,1.73645613,1.940343058,-1.423629472,1.293299001,1.58506672,1.942583149,1.721954169,1.488625984,1.900613364,2.631328162,2.71260594,1.6043368,1.558140896,2.159648308,1.652924364,1.905222097,-0.655177958,-0.597686055,-1.520032424,0.828986519,-0.131973841,-1.344097123,0.853723932,-0.488939151,2.019963783,2.100715415,1.980617356,1.784287587,2.100178627,1.559442042,-0.011681219,1.957573257,1.500358015,-0.067900205,2.480898108,0.39846345,0.462180531,0.133659338,3.192923911,1.871984672,3.140373844,0.993848178,2.184022217,0.862491904,0.579263717,1.816888771,3.593812895,1.373692121,2.396357041,-0.208401853,1.682242281,1.74555764,1.348204681,1.545758726,3.180923486,2.944066658,2.636371624,0.056103464,0.874369858,1.275628861,1.607007277,2.901610898,1.916468587,2.537434563,0.404712513,-0.914724067,2.050853197,-1.265045105,-0.842619891,1.686143114,1.859703693,2.502134239
ATN-1,2.847385758,-2.768165667,-3.375521723,1.603899466,-0.843164062,-2.808598049,-2.035320655,-3.065572265,1.438813276,-1.878957704,-0.544934476,1.885237168,2.386343079,1.32872223,-1.035323736,2.038030653,1.855768116,-0.075537274,1.310874464,-0.134321637,-1.076824916,-0.206223866,-1.511028631,2.639529813,0.970911784,0.946326807,2.095663268,1.184776627,-2.106642232,1.327641271,2.078566831,1.364386059,-0.313572342,0.792258234,2.696605662,2.55416185,3.069199927,1.38561003,1.842103909,1.912456575,-0.11292916,1.334593457,-0.108190573,0.909838254,-1.622795184,-0.714942091,-0.639930748,1.296506266,2.417153667,2.522372796,1.721727451,2.241386004,2.952043779,2.212492826,2.026374623,2.281903073,-0.444010084,0.870889856,2.722105263,-0.893805404,-0.690675018,-3.093191223,-1.759693056,-2.71143899,2.90425054,1.829187122,2.361197863,0.937164062,2.071248535,1.566456767,-0.296622263,0.613606422,2.778737698,2.112973377,2.792661179,-0.071024085,2.10760984,1.743853034,1.815368306,1.626207002,1.846528501,1.437827427,1.296209642,-1.494373437,-0.778437681,0.059343735,1.166212709,0.523959355,1.276926099,3.15057933,-0.069992636,-0.77972189,2.409938732,-1.397178767,-2.460268251,2.056251478,0.404529675,2.654451303
BALL-1,2.620321402,-2.58869217,-2.046391256,2.337416331,-1.215720977,-1.092046938,-1.537546652,1.927060161,1.016171783,-1.127434989,0.006010636,2.271535161,2.904540649,1.753385363,-0.649761872,2.023538246,2.821667707,1.701895844,2.802277761,2.1278497,-0.943436143,2.341853083,-0.651682322,2.853537539,1.52494994,2.201146449,2.264114371,1.957356978,-0.8789977,1.513434188,2.713056737,2.145232337,0.834895095,1.962202402,2.97120268,3.080703085,2.725996976,2.012083729,2.599758862,2.347027702,2.731683628,2.732367207,1.103234798,1.277892404,-1.030973408,0.292401354,-0.140216316,1.611451847,2.773273839,2.687010794,2.087531538,2.876357543,1.648784235,2.783122335,1.638316869,0.95064934,-0.341644703,1.879960056,2.615237551,-0.877550794,0.952264981,-1.083896594,-0.109436749,-1.779397142,2.975681147,2.093519254,1.388712047,0.375023843,1.904617596,-0.01261681,-0.350659836,1.417670599,2.33497412,1.829185025,0.772654813,-0.53994426,1.669782637,1.238429694,1.000961657,0.79501875,1.119344127,1.790474426,0.319621996,-2.005767729,-1.167667851,1.349649739,1.823633059,2.193670375,1.112437268,2.705145487,-1.071176735,-0.281934986,1.707639079,-1.731542948,-2.07585868,1.988296686,0.69534239,1.364324604
BB30-HNC,2.74459998,-2.546730202,-2.437436956,0.745680585,-0.675607171,-3.08817599,-0.198324484,2.239822109,-0.598364423,-0.468121245,0.34977513,1.805118088,-0.221689527,0.452185677,-1.143392706,1.087270133,1.536122166,-0.439433054,1.618938215,0.630148264,-0.752042565,2.101926228,-0.420610731,2.941150805,-1.372128661,2.354334707,2.352482441,1.201528668,-2.206590764,-0.99826669,2.470181023,1.541488308,0.687143335,1.038403752,2.379147254,3.008253645,2.494976632,1.241042517,1.199174358,1.471102636,1.386994561,0.456571617,0.294644485,-0.444085217,-1.562254099,-0.280040031,-0.13640712,-1.630288067,1.121085604,1.416023238,0.837721603,2.569020801,2.112993355,1.482525884,2.13330357,0.705194351,-0.791170327,0.557826073,1.687518525,-1.525066765,-1.192626066,-3.636026753,-1.51412211,-3.399248099,2.783730347,1.965457873,0.593157666,-0.489897639,2.12748055,-0.034003086,-0.912311561,0.900123086,2.170479612,0.629989313,0.328827804,-0.613515654,0.457047604,0.704196342,0.41665344,1.677121949,2.94544728,0.367662851,0.449483931,-3.00693339,-2.066631116,-0.177957375,1.207489794,1.07175062,-1.786848622,2.7261885,-2.02132899,-0.958029307,1.371788608,-1.392662104,-3.697341317,1.421213057,-0.2326724,1.791750069
BB49-HNC,3.890624945,-0.919815735,-1.901144941,1.682996217,0.812598416,-2.581527179,1.008021379,2.958064404,1.299290527,1.850052801,1.093266437,2.348731874,0.783153685,1.244736626,-0.31687906,2.58692242,2.861720516,2.20970205,2.744527887,1.736033996,0.146842782,2.337125788,0.215808745,1.643726875,-1.372303681,2.390949206,2.257944784,1.816184345,-0.90107506,1.63584139,3.06004804,2.131625891,0.845101884,1.035774099,2.379786101,3.055198707,2.962731766,1.448872404,1.788110682,1.832395256,0.83534459,2.740707398,1.083420981,1.333882952,-0.759918496,0.275752676,0.243453761,-0.196009694,2.584810445,1.217641428,1.448985772,2.719795251,2.612066333,1.158778456,2.546773198,0.90460848,-0.276923533,0.757231081,2.411310234,0.870281409,1.572695841,1.677797277,-0.452810193,-0.678358861,3.253383783,1.277683508,2.873916808,0.76188281,2.168510521,1.615085589,1.797161813,1.492928105,2.785943946,2.052794494,2.937566573,1.58641477,1.469927435,1.877679576,1.94711892,2.07417872,1.565816182,1.653141945,0.518571498,1.133615434,0.127138407,-0.321177273,0.618270745,2.793489378,1.588397324,2.384611547,-1.967966358,-1.271671136,2.337104942,-0.559519821,-0.832908632,0.840203476,0.767890405,0.142462053
BB65-RCC,3.077664761,-2.732014994,-1.683978156,0.450960098,-0.957859497,-2.413215484,0.850398105,2.634211443,0.448262261,0.606810582,0.481892289,1.204772848,0.563058019,0.381429118,-2.154653053,2.597876195,1.893417105,0.278408821,2.281228614,1.32073816,-0.567083928,1.899824685,-1.637867808,2.902185036,-0.976597567,1.493991692,1.278255909,2.360302347,-1.616860984,-0.46101749,2.673676651,1.104381335,0.920989633,1.376326986,2.066222879,2.58996335,1.558141765,0.151937924,2.683502564,2.020311004,0.629502903,1.916890287,1.231670442,0.177618626,-1.895457854,1.271121753,-0.511373067,-0.351973094,2.502855602,0.264475785,1.288430405,2.583269134,2.250216948,2.403399126,2.784480808,0.822553749,-0.871135667,1.506979269,1.787799727,-0.825919965,-0.00927653,-4.29078996,-0.839504697,-1.208762711,2.707276278,1.934478779,0.894340889,0.168603975,0.81504306,1.362377447,-0.034487759,1.729676359,3.375724104,1.559588834,2.117706753,-0.157736624,1.390441991,1.055381192,0.803819588,1.570811003,1.597962226,1.748857409,0.710244327,-2.29415148,-0.755836128,0.114677629,1.082482905,1.255910589,1.330945818,1.98148638,-1.919243729,-1.025596842,1.001291551,-1.452281182,-3.20026175,1.815361357,0.421330357,0.826552732
BC-1,3.768303732,-1.696778986,-1.500658113,1.906541918,1.982017522,-0.209995279,-0.808884764,1.73550242,1.067431127,1.413136917,0.05986098,2.41471684,2.749677317,1.400747799,-0.040743771,2.051763913,2.455395901,2.260743377,2.274907458,1.943101696,0.360149122,2.005910233,0.139153598,2.229026417,-0.337783825,2.201167295,2.284186594,1.731325809,-1.009344674,1.693974313,2.666498632,2.497679246,1.071483963,1.862193503,2.537131426,2.836474543,2.4496871,2.113461958,1.087555899,2.050058873,2.390756379,2.55668206,2.097604564,1.686037581,-0.757494698,2.014312528,-0.148186923,1.593271845,2.312133878,2.108704262,1.943027983,2.684063672,1.254128244,2.821486172,1.086889691,2.249803499,-0.260921953,1.295047036,2.302568542,-1.061662827,-0.263343145,-1.4714327,-1.051519011,-2.027271007,3.302188494,2.161299061,1.030566474,-0.247506162,2.343996327,0.990778151,-0.308852864,0.20861292,1.935217514,1.327762005,0.426106728,0.428361151,0.90222594,0.701149766,0.556233081,0.040795452,2.249394828,0.40079952,0.028573537,-1.635181697,-1.220276727,-0.231027727,1.87239204,2.71451119,0.593077322,2.470803367,-1.472809848,0.386347068,1.164465543,-1.48242947,-2.700438746,0.880255851,-0.886177022,0.730674408
BCPAP,2.865301274,-2.517054426,-2.632580233,2.358414469,-0.300005851,-2.933740873,-1.365508276,2.741384898,0.488966946,0.666031846,-0.299799561,0.955476958,0.338553829,0.726702351,-1.23260765,1.749219611,1.709849079,2.002333383,1.641391674,1.81018891,0.275716629,1.817778206,-0.013407105,2.751591252,-0.724187786,2.055935311,1.544650407,2.494935808,-2.871434815,1.433562221,2.074644283,0.858395204,0.348613392,1.354319981,2.608672756,2.098116597,2.275224927,1.627015224,2.25162189,2.289933178,1.266729299,2.29318865,1.096038104,0.221302136,-1.729270728,1.873814355,-0.230688977,-0.868878204,2.204756304,0.327849339,1.071572265,1.12945359,2.029671353,2.070891979,2.060625692,1.839552863,-0.61682411,2.357983215,1.457844494,-1.279838912,-0.132563179,-2.837906412,-0.620508664,-2.526024779,3.161372851,1.813881716,1.308193564,-0.52463642,0.222450845,-0.443690877,-0.030422328,0.005558535,2.319276719,1.342736913,1.307219876,-0.034992844,2.284692547,1.136487424,0.311709219,1.132989182,2.803619297,1.115424576,0.501440317,-3.348757022,-1.229771707,-0.056819616,1.502944239,1.166159291,0.156893659,2.013472168,-1.577399251,-0.993006081,1.511260544,-1.592519647,-3.235619836,1.741880468,0.11960774,0.648504155
BE-13,2.114430001,-2.068142895,-3.668942801,1.762812159,-0.239523396,-2.309516819,-1.006687226,0.019612739,-0.272749963,-1.568613473,-0.895523908,-2.302653664,1.607387285,0.931600316,-3.182811364,0.531047041,0.931199462,-0.547519831,0.911693994,-0.473268069,-0.607096782,2.003520745,-0.801073109,0.922861008,1.545356135,0.085906923,2.141093945,1.1585118,-1.251747442,0.239841733,0.934942212,1.081671643,-0.284352575,1.187819728,1.888682861,3.051025572,2.750702252,1.282458576,1.428347647,0.527496683,-0.06998395,1.975659885,2.219095405,-0.438033757,-1.917176053,0.645588736,-0.408020534,1.30691587,1.329214286,1.05108906,2.859644939,2.067011992,1.756251707,2.268111183,1.549743378,1.084778585,-0.249207294,1.37944218,2.040775394,-1.292287095,-0.297843933,-2.283167739,-3.776573134,-1.907640683,3.062935664,2.160226788,1.260519322,0.639513825,1.617495923,-2.586188462,0.040212629,1.976562783,2.2552109,1.9230716,0.877402536,0.077452078,1.082579752,1.360600748,0.876780192,1.156259114,2.282101546,2.388533226,0.431640074,-2.133704424,-0.890570779,1.662183088,1.6457863,1.410948073,-0.399333776,2.996728339,-0.564655354,-0.472717818,2.949111423,-1.158925682,-2.136916466,1.669104005,0.69332074,1.373090623
Becker,4.528745987,-1.631920146,-2.94832839,1.249825689,0.04006714,-2.639849888,1.106957136,2.733369993,1.297862567,1.744522282,0.574045235,2.032220661,0.844930338,1.324524774,-1.097528169,2.27330578,2.693329779,1.417595384,1.864207761,0.974025241,-0.181741818,2.191948091,-0.140384388,2.966692098,-1.4105685,2.167794804,2.186312686,2.146817512,-1.652232533,1.31639261,2.301958358,3.024472373,0.478728019,1.11587711,1.930341256,2.284674306,3.061810407,1.086383304,2.345950218,2.152192775,1.264534809,2.34707808,0.768247395,0.47104535,-1.465853753,0.500795824,0.182378928,0.256205949,2.273809127,1.266286318,0.469836744,1.960087822,1.945348736,2.602693389,1.87570093,0.896237453,-0.615984618,0.669847123,1.310038447,-0.282468171,1.072457651,-0.573425931,-0.06432987,-2.268299667,3.265059356,1.896023306,2.714493384,0.43051916,1.304872514,0.594225162,0.02651889,1.201194696,2.438478394,1.861805244,1.99644435,0.199266903,1.049336681,1.197408082,1.218421855,2.315532666,3.437050394,2.334666378,1.881745006,-0.870000855,0.215480853,0.271058821,2.145912876,1.61560761,1.430159958,2.647939491,-1.819839368,-0.475943757,1.592437566,-1.052699858,-2.544065806,1.751640368,0.806439252,0.6378761
BEN,3.500736639,-0.970299429,-1.090292822,1.008113883,0.736219046,-0.923060783,0.986955925,2.302371806,1.217890713,-0.620371861,0.99218179,2.040207771,2.348909066,1.100861379,-1.501680008,2.50607937,1.446485088,1.069676863,2.4326823,2.034960625,0.655485873,1.9233274,0.664827113,2.685456454,1.073754454,2.151306814,1.672623527,1.737987018,-0.934074057,1.444851272,2.862427113,2.562631895,0.769478186,1.993823383,2.498237315,1.11814543,1.475161987,0.718478116,1.219161024,1.875680952,1.051322276,1.820800027,2.187318947,0.655920602,-1.499915903,1.998550244,-0.671767573,0.523410407,2.508906193,1.715001114,2.24447599,2.626130525,1.123880289,2.805556251,1.035169127,1.352667491,-0.581418686,2.770959918,1.567763559,0.092516451,1.919155567,-0.62357956,-0.029115971,-1.235741519,2.388261358,2.096712089,2.412815933,0.507154764,2.441633544,1.175413672,-0.233060225,1.792848834,1.566068508,1.329204731,0.791428732,-0.089524596,1.398283612,1.594913913,0.357360083,2.252886556,3.049087316,1.579338375,2.235254634,-1.856955477,0.029938524,0.302263314,2.007797242,1.238953995,1.663164593,2.702728346,-0.935289213,-0.754682207,1.307769693,-1.224662232,-1.686669045,1.376557162,0.732159695,2.129775362
BFTC-905,3.328110229,-3.854581108,-2.423304579,0.41085778,-0.965314162,-3.493989874,0.955016606,2.662066657,0.752723105,1.732930093,0.455640924,1.851981068,-0.143420975,0.451065198,-0.105567868,2.503418448,2.701550105,1.242621612,2.41017412,1.525220506,-0.006684661,1.307913879,-0.602032474,1.326087366,-0.501399494,2.223328039,1.176596256,1.408144268,-1.689004681,1.46643093,1.972271519,1.953043131,0.033830672,0.335833408,1.720148807,1.005323107,1.908177037,0.208754934,2.601435673,2.340998392,0.384321953,1.367153817,1.197816319,0.094355253,-1.217153281,0.054802318,-0.206724608,-0.88885575,1.46788712,0.384375371,0.983868918,2.888715392,1.66284973,1.618890442,1.758077481,0.750381389,-0.14985722,1.384568158,1.525699098,-1.790896246,-0.370371546,-5.288195445,-1.0329881,-2.441065486,2.989535988,1.242682848,0.700328516,-0.594183904,1.924368404,0.462683878,-0.850169232,0.748514357,2.763249019,1.995288258,0.250696924,-0.547274888,0.94164381,0.701528905,0.561777718,1.060145837,0.71161192,-0.105377213,0.360609909,-3.178825409,-1.101899342,-1.325455033,-0.330143282,2.099656171,0.36527814,2.528292664,-2.02785991,-0.392263462,2.049032635,-1.571560161,-4.301570887,1.442419223,0.274190518,0.52699377
